Gas,Humidity,Temperature,Label
282.9633701465352,55.2094940623754,28.589780799106414,1
304.6047810654385,69.0922698704657,89.42299251271932,1
224.96218526323304,73.11641851386337,67.29287302595166,1
232.68290951981055,29.799198863983268,97.88958850334467,1
258.54234421701256,98.79086213303381,64.2928740523038,1
215.26679114809045,64.36506261073947,68.55080606481138,1
342.7210269298889,40.5786824878877,93.96628725971719,1
296.79906580496845,75.7659858069181,70.74583928987207,1
331.2498232014923,97.58141926155788,72.00423158118454,1
253.73307356298952,15.582537590612588,13.61176192486715,1
352.8436168649025,63.07029096747776,78.17299918697425,1
222.57122619735966,37.201225717658616,59.231572478081304,1
389.4666983041411,55.904204842002336,0.6982250983173399,1
233.16584090394582,58.42506214219142,14.646526290985163,1
396.4605094476101,30.6422291788636,83.23410238941065,1
275.07683373220254,50.14511509970968,15.261496967866472,1
252.32239509330097,69.18056817042869,97.51874807509398,1
359.49840220383174,19.01491820768202,44.78827882667483,1
355.34744212744755,90.21195395195627,37.01422932887935,1
228.4411968480235,49.19648625476103,12.570760684652205,1
270.610604236221,82.7832582111881,83.76585271029488,1
348.21831436075695,75.43701570227644,11.704917405715776,1
312.6231424890822,75.31831866535988,21.57719358102208,1
398.96727037965366,32.491872982311776,39.60375952584009,1
343.95321500873814,59.52791539065247,19.120784353709208,1
283.94445089328804,18.205882293263066,28.92789376146594,1
246.91690704523273,82.75175249481886,36.328682337159066,1
238.96472136482024,97.99037896262615,28.390177949251004,1
366.6065244629446,68.17602479930994,15.280000311621144,1
280.7814408954973,41.766006144734924,30.585223923859783,1
293.9205637026214,21.443529903171065,91.54815878337557,1
265.0572066386809,14.564615940215287,15.158316620876889,1
258.9428331749668,47.86355433065188,8.667035702139692,1
265.59876835942856,12.735053040830934,51.187004209231624,1
324.7435798310475,89.79549504531943,46.87064465526276,1
258.8612436206095,5.0060305835566865,70.70280347633242,1
343.00736263026295,20.454506452899935,13.832818983384742,1
224.49087646387912,78.7162577043043,10.730078373035855,1
296.9470062695126,14.419268399280561,83.96036189718234,1
271.2673466134326,16.068579820647766,20.282408906590966,1
249.9997797574287,23.433315966396272,54.28106598321128,1
249.85769008158698,24.990277830237485,41.88666065147579,1
320.9489525405957,66.856551164011,70.23232612383197,1
251.00924309651992,28.810466700947778,17.380616666584714,1
278.10497004599875,20.85488132857116,4.7214861757080895,1
253.37626443341708,45.21369393489248,62.1434017311416,1
351.17824939786794,37.50667364982514,47.1361106756337,1
359.00671542815803,74.79076039352998,64.57316806061203,1
291.22157013118436,59.23767137286525,54.53691015649221,1
318.63694301181727,97.23324586203205,88.08303837204245,1
394.36573935017907,52.21127562382173,31.074824816896584,1
209.13698574395835,27.158977430771813,88.01057011029303,1
250.86526637886237,76.86608045774199,64.33451175709399,1
344.1482244307889,47.51883445492688,62.915458373118284,1
284.95195403077486,53.19895244675203,94.11776709997929,1
234.06514543467028,89.59085704345685,9.66602820063307,1
233.38918054906628,57.150500041134464,77.52889648399851,1
259.70471385754485,5.2548203504588,6.4598077111797325,1
243.91418864004942,31.17068458004314,86.89224823339877,1
382.9467448564793,43.214578934544946,63.5448693019143,1
285.64290672829674,83.03441263711964,28.763646473216053,1
363.71334536722765,44.27494513485514,2.3259392830024095,1
231.19927191216408,83.43396534047038,6.711637196659403,1
337.19792842334834,4.534363035431699,69.37884945561429,1
375.0689789667817,91.67643823123501,1.8761755737704444,1
204.29662763985365,51.786980868905296,16.092241028821817,1
335.3198272044642,19.185452667608217,82.88413455146969,1
327.0231072474115,22.611474019571133,76.27076953807214,1
330.689957590517,82.14723970847442,77.46266865721961,1
399.4630972486184,78.64274861403845,35.71499641372966,1
269.80534862960957,85.66994987506249,82.57776620431476,1
324.9764109328945,97.38896045204376,43.441298888206234,1
300.0303198345693,1.235724252275161,20.87766921917361,1
385.9491943037882,13.600526881341235,46.30905695932967,1
280.16392953325703,86.87266582817075,16.382246108712827,1
316.40103178557075,31.644150620223154,46.46724982754484,1
391.0766194635888,55.693387733235625,21.89518391486822,1
310.5082857807831,83.19329907112123,7.741862193785975,1
240.9297937407118,38.66164550496873,4.154373413157774,1
338.11165535994206,58.59925430696862,80.27987678449412,1
392.555693055332,93.55766744345301,32.600324603452414,1
228.0554386247037,31.268724785792013,22.02320523174832,1
248.14607147049253,87.10663604026404,43.593785592865345,1
340.31978801247567,30.18598953623649,68.62417467384441,1
374.88047545346024,33.81462027427382,40.5133975654428,1
380.5841556646702,81.20360232056176,34.501079130499114,1
347.87347950435463,55.15174704062061,93.40791188344171,1
218.39926720014103,20.864814828506518,2.352517082149741,1
330.9659531138891,4.0126359774826925,33.85588510956966,1
365.2832873451724,49.06602758826024,75.67316897679824,1
289.5012849591648,47.4820043036649,47.607427705699365,1
369.5739211526971,57.048539001276964,58.52545939493512,1
379.06811764417796,93.88878354194357,16.435484139725375,1
321.0693042681788,94.17992665887567,3.4675206657505786,1
381.91458623808677,10.756141412533626,1.853553484092474,1
290.10534569217543,91.8885053149632,63.09268292975965,1
339.86551833027704,94.69235067841606,4.252006516700213,1
232.3695653136708,29.27459592586239,58.862109551806306,1
365.0580623667951,95.75540160360174,13.810898734409404,1
244.27432755488462,30.143709134229713,62.61524440476081,1
358.4634783890233,15.738052452048844,36.75541236226443,1
228.83983563526982,48.46168119406261,47.90213193119117,1
201.76421159341928,9.078301274280342,89.11268398837872,1
233.47260825411706,17.432494349424477,36.38207757459703,1
226.72415483973506,78.63566199164507,24.992806953488323,1
374.0089811477394,83.85003912421081,76.3682829101937,1
371.7678916422815,93.40204557919638,43.84394318701015,1
348.1784471340011,47.86570810995102,83.04256756220867,1
364.2324465271464,63.64494451944436,3.752481836789945,1
327.51195141656854,58.17963751640717,97.5377214354847,1
388.7503754935286,11.605954409568186,92.89485635688965,1
259.59371950212926,24.49430813636142,91.47789074479729,1
311.8037894672353,5.436946114019737,37.313837886169466,1
374.44509691950645,21.467929291663268,81.43922749275798,1
247.63709178485126,84.53279412193884,67.33030207095192,1
357.2480534065171,66.2861691548858,82.09099146379248,1
384.51172532980263,58.10319019176762,50.75375734956696,1
301.5462304973527,70.71736046790798,6.508934689017176,1
238.32797444486982,94.45119860246393,3.5270078380925773,1
278.59250417930133,17.24886182097698,90.25093022647933,1
243.85630473822172,82.53775059388065,36.100332375350675,1
393.7538652410925,70.32582343195209,71.79471822958985,1
390.04068422665284,60.942118450544214,58.014446006647404,1
219.29830379057432,34.83510694785682,26.922659758920375,1
327.90433421349655,98.4093762984485,74.70481671869955,1
379.133838152876,23.822350789965117,30.77382802900607,1
202.39641354722679,15.760840412212085,97.49510202544293,1
237.87526016634914,17.744860093036717,30.44942611418997,1
258.99806056868135,8.511738292142667,48.05945873907048,1
204.02746822200106,41.65765013653181,83.36040283714821,1
392.0677022806533,18.410335819451717,7.645080944386018,1
312.4388539369455,93.22218547987367,20.44691536738882,1
205.47028002280115,0.18605783577512192,58.32694806697485,1
296.08143618164473,20.396231798856157,94.04860076269334,1
288.57887697906784,89.32345380132985,46.76696688419463,1
204.8647195294489,21.74603033640574,27.27185805882013,1
355.44734851339126,2.6686065361553823,94.69650160118861,1
222.968304967285,87.29383302651908,48.81031842419659,1
396.53564719866216,52.88501053089835,89.70828102021503,1
358.9664063746827,71.30500447148513,46.12198621566003,1
339.9515083609986,99.16294785311766,62.662642409759286,1
202.9056664892365,8.585183632175376,19.88529063625606,1
335.0182682638265,59.38840210923527,6.156485319606208,1
249.09376026918255,9.453085279916563,55.50245957348242,1
239.19282902108054,23.904130959144354,72.14010309003226,1
203.46451307040917,10.301154759214981,19.897562343196775,1
375.7131768752381,66.01007890568276,56.402684728962036,1
275.26539135500985,94.26741444427996,25.490447076042642,1
349.65175677102354,25.79849057202277,50.335416377614514,1
351.91866165863837,82.31410799894145,95.4009787921673,1
296.87426483186744,97.64681402480014,94.79561261674328,1
258.5680705265453,75.45843440099867,36.23977458469434,1
300.8876266269933,49.85240172668133,53.22542618430378,1
373.3172447586337,88.54505047101748,56.634072505701795,1
245.33620693383386,6.921235397894376,70.955374907865,1
361.59153645368093,34.905460766292265,7.576697425369694,1
393.5780610438202,79.20892284055296,46.81590480977748,1
327.92544265438,34.21469212845438,64.93165428461263,1
392.7283124983959,68.15583788371062,20.72995927672041,1
289.8412166780972,55.07890488777383,7.971424437898344,1
260.9803273544199,75.596717912041,4.874373408540689,1
242.37285163422266,37.42656470641429,67.06861720334454,1
320.4193395750658,75.38435176632008,94.09612379539595,1
205.39111443973704,85.5792999798272,23.847120768845453,1
267.24873247139305,10.740168551926399,71.41440212940475,1
247.35797542984974,76.57224693217889,99.25190248007225,1
200.71414130305814,64.49366288508155,22.655453279212388,1
220.13351505328743,61.497909087149736,16.69469269906122,1
366.24159481743624,21.347501043213214,39.53340514677583,1
276.6460801495152,8.170443676055427,85.85660851338508,1
211.25756065504152,65.66052102709907,8.706535018445837,1
323.4827119771169,53.29446120983371,68.20264802269017,1
362.8037046704682,84.42424441539146,73.51669727708871,1
330.1129135286038,98.39774544538066,26.528232732247346,1
388.9153712347576,93.24157864825267,61.50834784774881,1
377.82488008894256,92.5710952508119,90.63118508625517,1
286.81500561497853,47.25300719328519,8.894637459453591,1
333.1100999112201,52.43031339519234,47.840682000771494,1
365.3940436202149,80.91512497970217,83.89298809305052,1
349.81531884880314,13.796295151814885,61.58529963302555,1
301.7366721005313,30.812738600239886,30.297438040932178,1
275.7419890225263,41.8072542948266,80.48836697374166,1
348.7499685946865,35.68375886942366,49.55542668327403,1
309.15825333507047,37.60574940643462,96.42639759146503,1
346.83952450349176,80.74364527341687,77.12976937526189,1
219.90060751144176,48.39524396399118,13.159725875235662,1
266.62089117763173,92.75991226967352,14.862924284631074,1
332.145286597588,14.529514748965223,71.20775071071455,1
204.57877429438167,61.55060349958168,45.03098205980363,1
387.80478761433227,79.44527381606154,84.84584294551651,1
329.24189960743325,66.02635776385958,54.75117908777863,1
267.1823057819716,96.89436222263257,42.26785101072866,1
358.85653129496666,21.280328857618024,73.49922551728723,1
223.46384823851483,70.9858856008248,88.23492038767522,1
395.5151746424391,71.52521775438669,93.49524927953071,1
208.63619637264713,83.78160632196928,92.22700210499517,1
397.5345783920821,64.59632725481882,89.87843806134646,1
294.9848258200979,38.11138220626926,21.056026592751486,1
213.823832562203,62.27468324357768,25.519087022296706,1
324.6504736786097,70.29828087774659,91.05673588445104,1
362.519418010311,27.82856411682416,94.6819233565114,1
327.22922208802737,46.6703390289761,88.30956652306489,1
271.3266592111323,61.821253709964196,74.24607187672079,1
353.75234552332194,29.309961138534234,38.2684743036222,1
384.51671006025555,42.6157740911764,41.977409508522776,1
289.5081839553129,42.993806514626534,33.95283088510554,1
254.2460862190868,83.83241944467309,38.07235648043979,1
342.30938996379564,39.14659040161009,66.42449683219456,1
245.22236817990756,35.76047284827277,92.51245188981618,1
262.46813048579327,71.17453566594662,76.14532409359568,1
326.83453353244823,90.91547514575939,57.47306459917473,1
299.39783797313396,66.29250109315898,97.4146239695099,1
253.95211075964232,78.62729625710563,25.514079161102345,1
227.53026555249193,44.66561973051712,51.60275025686142,1
